governorate,year,month,precip_total_mm,precip_max_daily_mm,rain_days
Gafsa,2009,11,7.283982872876094,4.812409774898492,2.080584600002127
Gafsa,2009,12,7.7478250876586845,3.7170282157999956,3.275355535936519
Gafsa,2010,1,14.21191883057994,7.865074726591673,3.27076042674949
Gafsa,2010,2,5.286823574415984,2.6016129043061857,3.304096242009083
Gafsa,2010,3,8.721326559310013,3.9962507384534978,3.3284120281237692
Gafsa,2010,4,33.734800178095384,8.601372216938316,6.2480082541776145
Gafsa,2010,5,9.419982028301296,3.099236256858445,5.3225298628913
Gafsa,2010,6,6.204594523464957,3.407956763161279,2.9632497633306016
Gafsa,2010,7,1.220758957767525,1.2010104778030724,0.30181996106921377
Gafsa,2010,8,0.2943002605415914,0.20754623297063152,0.1128035484454277
Gafsa,2010,9,17.48021081015889,10.652421473330786,2.507610649591013
Gafsa,2010,10,28.872951036571003,13.00517260904152,4.227660004467466
Gafsa,2010,11,33.35151138850132,15.953015254076481,3.884005403508025
Gafsa,2010,12,8.779489067208349,4.071874983957661,3.302351802410305
Gafsa,2011,1,6.141939741437665,4.332928419298285,1.633742142044186
Gafsa,2011,2,8.834472737953494,3.190676327458648,5.00636082243945
Gafsa,2011,3,21.674771239093776,8.670095855544337,5.046387201769967
Gafsa,2011,4,17.416441314785676,12.292321089111297,2.962473274972609
Gafsa,2011,5,12.753815384261253,6.451524637890034,2.8949719719613247
Gafsa,2011,6,3.574819211561658,2.9361886934872268,1.1831555210449616
Gafsa,2011,7,0.9131512955317241,0.7936409668861785,0.34731366938614866
Gafsa,2011,8,4.5823406192295035,2.308038192237477,2.725272036845968
Gafsa,2011,9,7.926651361439694,5.206100988642676,1.8359801304074974
Gafsa,2011,10,17.37852618764502,8.933609134073382,2.6176698967164107
Gafsa,2011,11,10.21185128407796,6.416979608814426,2.1158244072628247
Gafsa,2011,12,5.927879122526091,3.8457498853621237,2.1698382138640393
Gafsa,2012,1,15.631030911101503,10.630549152088156,2.739238190463021
Gafsa,2012,2,6.996461651814241,3.945685573321254,1.8133343261038373
Gafsa,2012,3,28.004509079996552,7.774926939139747,8.708476487294305
Gafsa,2012,4,19.365110631827246,11.238148705779487,3.201695510195397
Gafsa,2012,5,9.125132794684529,5.074641377195017,3.1126652696967434
Gafsa,2012,6,2.597367070619174,2.14189003080698,1.0079137991554354
Gafsa,2012,7,0.09423481851957874,0.08221852229136106,0.048408198866114235
Gafsa,2012,8,3.6103087295672034,3.401079905783392,0.9230744684245795
Gafsa,2012,9,17.08013667326302,11.746934173079575,2.204418537861785
Gafsa,2012,10,12.330059458572949,4.075559803669179,4.92897790731069
Gafsa,2012,11,12.44236230506146,6.778935479418873,2.8640081690829984
Gafsa,2012,12,2.8590031607389186,2.583775863360332,0.7531724335996084
Gafsa,2013,1,8.971592584998929,5.247359910679328,2.1534255900779677
Gafsa,2013,2,4.396491620196491,2.534747068741214,2.475444885281823
Gafsa,2013,3,11.327477643148692,4.074014360353134,4.302436897024879
Gafsa,2013,4,18.22009951115572,9.824770006357916,5.60636294980481
Gafsa,2013,5,9.054040596786361,3.8006483030929394,3.6210736812993933
Gafsa,2013,6,4.591921343393762,3.1222969966070027,1.8461489368491597
Gafsa,2013,7,2.522895468583839,2.347176691550222,0.4962717921989511
Gafsa,2013,8,6.250124341033079,4.029331791022155,2.139076510695329
Gafsa,2013,9,40.40247592475072,23.868121996001246,2.858381287694255
Gafsa,2013,10,16.37543433935079,8.564381718654575,2.5926201695510183
Gafsa,2013,11,19.22145383856619,11.819590383398001,3.0362396689819477
Gafsa,2013,12,17.013593341775007,5.840101430098417,4.685628583281034
Gafsa,2014,1,9.302943747015172,4.145313399320113,3.377192515928648
Gafsa,2014,2,8.448036666281014,6.1322474124899164,1.9049174050397284
Gafsa,2014,3,18.47041936246903,8.533914880582238,4.829619307968045
Gafsa,2014,4,11.517569780198201,4.088354555129416,5.556540052971399
Gafsa,2014,5,10.94703434996082,4.484173386006139,4.029410826162337
Gafsa,2014,6,7.71250303291913,4.0037789574360545,3.214576707476624
Gafsa,2014,7,0.3770979435421839,0.21823653990258715,0.12960973482390728
Gafsa,2014,8,2.2841388458772616,1.950874029490059,0.6486017891142712
Gafsa,2014,9,11.500476611074177,6.454829768966736,2.6259347111569684
Gafsa,2014,10,16.570876147614065,7.455399294262086,2.918415538276621
Gafsa,2014,11,22.98893816357384,14.71354455302611,3.283333156052884
Gafsa,2014,12,6.45182530643212,4.336324887238515,1.6285939178624227
Gafsa,2015,1,8.00843635037025,4.826650276235358,2.2187569804176017
Gafsa,2015,2,15.341112459006926,6.560678409949085,3.7894440130620217
Gafsa,2015,3,16.84032821156248,9.740900944046992,3.0193058406816076
Gafsa,2015,4,5.941654331609576,3.298967845624052,2.2251284396838735
Gafsa,2015,5,7.25374594491412,5.490275471226175,1.723697786476339
Gafsa,2015,6,7.2479867086382,3.201380932923117,3.1026560156574066
Gafsa,2015,7,0.05380226348401072,0.029138875735719903,0.02025251826875006
Gafsa,2015,8,19.624965308935877,6.163825248371717,6.698201312584426
Gafsa,2015,9,19.731824998084615,12.704101759771701,2.350026060225713
Gafsa,2015,10,13.794754947021046,6.709915516088981,3.2101305138651037
Gafsa,2015,11,11.015386745562068,8.19828471773989,1.6871602863433777
Gafsa,2015,12,4.558541384282999,3.380165528140577,1.4282599215002174
Gafsa,2016,1,6.958311797542585,5.254298130502957,1.56822992564858
Gafsa,2016,2,5.860911377865353,2.294812671773383,3.7707976556433667
Gafsa,2016,3,9.47821343376158,6.551512364334995,2.1292906300192525
Gafsa,2016,4,21.836972297872403,8.01401629011285,4.875421484262814
Gafsa,2016,5,21.868828333187622,8.229767170338674,3.977269101081765
Gafsa,2016,6,3.798517905606252,2.540116311783255,1.4630636188612212
Gafsa,2016,7,0.12072642530083379,0.12072642530083379,0.05537532043440799
Gafsa,2016,8,2.218627430854197,1.8987666117013036,0.7103060215076634
Gafsa,2016,9,27.951240420786565,14.637281423436049,2.995777179751737
Gafsa,2016,10,10.790948541238727,7.3516031577031695,1.769999893631731
Gafsa,2016,11,14.006961428567394,9.183088710342991,2.2578473189877992
Gafsa,2016,12,30.151242410019943,18.403148361981586,3.126854796677055
Gafsa,2017,1,1.76354180803077,1.052083439773354,0.5451905587525129
Gafsa,2017,2,9.9874605182192,4.812459531785498,3.132662504121771
Gafsa,2017,3,8.7326793134908,4.962418086213321,2.135491900056375
Gafsa,2017,4,20.383822562027557,8.304401917766112,4.908938125578378
Gafsa,2017,5,12.910524336657879,4.5751043826773685,4.6254454171231645
Gafsa,2017,6,5.540958791025587,3.602550657770117,2.1839532830565984
Gafsa,2017,7,1.6802546171331172,1.602538559432518,0.5086317849659087
Gafsa,2017,8,1.100126541488994,0.7116463803614033,0.32680586727367494
Gafsa,2017,9,11.180747512224695,6.916652599543602,2.174263133821918
Gafsa,2017,10,26.474214094661747,21.877148252234804,1.586886919894057
Gafsa,2017,11,26.751970156210184,12.769066779044639,2.840639060555456
Gafsa,2017,12,7.768853004106822,5.70570146240055,1.6526863306138508
Gafsa,2018,1,6.675154268160858,4.484349012445885,1.8276408581791879
Gafsa,2018,2,13.174902380332552,8.75129171795502,1.9387318775063016
Gafsa,2018,3,10.432482416471949,5.382494527595468,3.338963760331017
Gafsa,2018,4,16.281770828547824,7.312056644881936,3.939221171540104
Gafsa,2018,5,15.506618630416533,6.157780287452504,3.3909352961824415
Gafsa,2018,6,6.753611133377006,3.1308413479529573,3.3945943646091488
Gafsa,2018,7,1.2438308726087373,1.135826321223387,0.536191803261251
Gafsa,2018,8,11.37910682194497,3.4366840009426185,6.310637890504504
Gafsa,2018,9,21.33280200785448,8.835328440132466,4.179124163679492
Gafsa,2018,10,26.80438578672283,11.137595495590789,3.5164392158531252
Gafsa,2018,11,27.707146413207337,15.533531061874875,3.340750747237084
Gafsa,2018,12,4.763232904720142,3.4005393570946647,1.659525810260283
Gafsa,2019,1,13.158973404999104,7.905787042592922,2.092221288545201
Gafsa,2019,2,7.460226325534351,3.811423036075609,3.202727282397113
Gafsa,2019,3,19.19674446221462,7.905682518932273,3.8867816153085197
Gafsa,2019,4,15.39073844700473,10.00509867379502,3.0837224639145635
Gafsa,2019,5,17.057459374915744,8.907934797322042,3.89390828927914
Gafsa,2019,6,2.552776447121506,2.040066755046965,1.326476125642198
Gafsa,2019,7,0.8838762778848996,0.8727165275184676,0.2933955942263303
Gafsa,2019,8,7.9087171387029755,6.223919860321014,1.3775967153478772
Gafsa,2019,9,26.444124026130282,10.7176653282763,4.389552508695604
Gafsa,2019,10,15.69969039274652,9.092164817322042,2.554859434333549
Gafsa,2019,11,28.43692834028044,10.053848658208253,5.330996777041473
Gafsa,2019,12,8.50214124117135,3.1391590982756377,3.5636454532883755
Gafsa,2020,1,7.375669978511547,3.973151228399558,1.9573037771372048
Gafsa,2020,2,4.079998985766453,3.8591104791386344,1.1780179336900214
Gafsa,2020,3,24.030739378956024,12.561387277116856,3.418069841404912
Gafsa,2020,4,15.238553966552317,6.219193853610272,4.262038228755598
Gafsa,2020,5,10.994807815787434,4.200229915292336,5.478316828523716
Gafsa,2020,6,8.242371513578224,4.4539559080225315,5.559720464191122
Gafsa,2020,7,2.298533234387587,1.7876115035359663,1.1162073330284108
Gafsa,2020,8,1.1684740712607844,0.8196726321924273,0.4486826289981172
Gafsa,2020,9,25.135753845120586,12.915870789287707,3.395307032006211
Gafsa,2020,10,8.08284412027192,5.1649625153308385,1.773361130907428
Gafsa,2020,11,14.095782146152777,10.375714650577672,1.8012934381415329
Gafsa,2020,12,8.322443629648784,4.791321943385037,2.2579111399487313
Gafsa,2021,1,5.406264784915238,3.4583843081459507,1.6786614617127416
Gafsa,2021,2,6.455172536288827,2.2996451938977645,4.762426472934592
Gafsa,2021,3,6.79329867272783,4.227061435732569,2.055726335719528
Gafsa,2021,4,12.591111566305742,5.559077646648816,3.632933743205726
Gafsa,2021,5,10.469534066702499,2.9803863262463963,5.287885717932629
Gafsa,2021,6,5.442880528962922,1.8291466630845559,4.723899886185952
Gafsa,2021,7,0.0,0.0,0.0
Gafsa,2021,8,4.360653597193247,3.1085868689940153,0.9964260261878674
Gafsa,2021,9,11.139592074785403,9.291688619104738,1.4691797942837699
Gafsa,2021,10,7.317318191182204,4.956356643850604,1.3442396264346421
Gafsa,2021,11,14.191845894878078,10.816784268136221,1.709614627764244
Gafsa,2021,12,1.3154110239266052,0.8567581203373311,0.4149107038388306
Gafsa,2022,1,7.775329043070843,6.566712276901567,1.2529543786497608
Gafsa,2022,2,6.158289387385795,3.3222102288059214,2.282822588365439
Gafsa,2022,3,25.253825333813456,11.218396994859456,3.9980747343452476
Gafsa,2022,4,14.419208425957116,4.942273535516491,5.907597885398833
Gafsa,2022,5,10.38363851449216,5.329069198665894,2.6778317892206385
Gafsa,2022,6,5.137807036570025,2.993972027794915,3.7196557922840454
Gafsa,2022,7,1.1924438536285697,1.159308022547045,0.4000829672492102
Gafsa,2022,8,5.562465928411954,3.456925793467984,1.641836767255592
Gafsa,2022,9,22.2673203583394,8.783616394063538,3.765138863774159
Gafsa,2022,10,6.696213201188432,5.95650037792466,1.2880452703349536
Gafsa,2022,11,7.2808398778110135,6.0587762088312935,1.659791730930829
Gafsa,2022,12,8.036208298157055,4.625889244493265,2.556827247295587
Gafsa,2023,1,0.6549647878735994,0.3530264689901968,0.1876229883101273
Gafsa,2023,2,6.89768526940419,5.1604567443937865,1.9667811898354468
Gafsa,2023,3,6.526151844421687,4.8901116469618175,2.109357216555157
Gafsa,2023,4,11.309678882072303,8.474532526402378,2.006211906863944
Gafsa,2023,5,31.557651474735703,9.181260033653405,6.007339410507053
Gafsa,2023,6,9.053529226386729,5.291209469912967,1.9739610479401775
Gafsa,2023,7,2.137300667195018,1.7787916941584838,0.9150117536936379
Gafsa,2023,8,6.228037534183277,5.297311414637656,1.5117802857051683
Gafsa,2023,9,8.311756058960754,6.089875422183616,1.7023709486985836
Gafsa,2023,10,7.337548423021114,4.404230024094553,2.034718602746429
Gafsa,2023,11,13.20474377368187,8.274147200353378,2.433801708274389
Gafsa,2023,12,13.944452815902272,6.211064375727681,3.7132205120568416
Gafsa,2024,1,4.9145628069392835,3.4040568265962285,1.5160775637411843
Gafsa,2024,2,6.8060389358523015,1.8948517951013502,5.841713380064456
Gafsa,2024,3,8.867559225207508,6.459363814135096,2.0955612521672524
Gafsa,2024,4,21.2293377693409,12.040679131182312,6.631689234467573
Gafsa,2024,5,15.22962097661158,7.918852480809067,5.017199748970889
Gafsa,2024,6,3.9397741554285477,2.2842925221053467,2.5675278950783404
Gafsa,2024,7,0.0,0.0,0.0
Gafsa,2024,8,6.24442823537253,4.265089280473722,4.096858945039515
Gafsa,2024,9,28.090693669056247,11.465830238668884,4.882250327082426
Gafsa,2024,10,19.265060969435865,10.518097585048938,4.872889919479221
Gafsa,2024,11,12.376381182421289,11.606480727636947,1.261814855392339
Gafsa,2024,12,3.0963027627117645,3.0795370604803147,0.657121887398551
Kebili,2002,1,4.553049282633883,3.748084962658282,1.2308438726559094
Kebili,2002,2,3.7730489006046883,3.38820834132941,1.298651693560111
Kebili,2002,3,7.480493375336128,4.372187229818537,2.338344962930662
Kebili,2002,4,4.949323474434239,3.855258922938055,1.419581334496294
Kebili,2002,5,7.183600067211151,4.485827445512965,2.5795718854484684
Kebili,2002,6,3.153449184025126,1.8206625013599107,1.890409216455881
Kebili,2002,7,0.03223675296666369,0.03184862599688402,0.04684910597470569
Kebili,2002,8,1.7853237334821888,1.482002859914207,1.1798553568832686
Kebili,2002,9,5.986051710816016,5.025816175729788,1.3765445558947529
Kebili,2002,10,10.514214470158985,6.93925006389099,2.0788813781072855
Kebili,2002,11,16.204762434247634,12.405859861323313,1.7195595290013093
Kebili,2002,12,3.230616842525694,2.440581360952787,0.9597179822648646
Kebili,2003,1,11.343430470560328,6.816306314374466,2.150904928041869
Kebili,2003,2,5.847656294976916,2.8348107466782313,2.974040558220673
Kebili,2003,3,11.653809535608463,8.510614881484841,2.151548190143918
Kebili,2003,4,13.035355634989322,7.235673625648749,2.3722488733827616
Kebili,2003,5,6.095198720016986,2.9271092954713844,4.688352231428987
Kebili,2003,6,0.17936395944412564,0.17235776760633972,0.10898749818287554
Kebili,2003,7,0.0,0.0,0.0
Kebili,2003,8,0.04759742438258141,0.04759742438258141,0.06894534089257168
Kebili,2003,9,11.39548123105333,7.782956054213622,1.9391008867567983
Kebili,2003,10,16.982195196694043,6.6668016541635025,4.223695304550083
Kebili,2003,11,17.251464651643744,9.043729368398536,3.0538995493531074
Kebili,2003,12,16.910616316459098,8.514053767543503,3.6035870039249933
Kebili,2004,1,8.154834242558907,5.104008857010586,2.149796482046811
Kebili,2004,2,3.969452804672075,2.074556176177048,3.008329699084171
Kebili,2004,3,23.4846958762909,8.353041634114797,4.2813199592964155
Kebili,2004,4,10.193062474883304,6.4554200659225955,2.541343218491063
Kebili,2004,5,0.6499355303030725,0.5655333100991261,0.24070722488733862
Kebili,2004,6,1.4120209784488933,1.072075385257748,0.9571340311091736
Kebili,2004,7,0.005071794709561961,0.005071794709561961,0.007700973978775992
Kebili,2004,8,0.805312908784494,0.7847762926688409,0.5549898241023412
Kebili,2004,9,4.393550256778902,3.2681025478317953,1.0262211077191465
Kebili,2004,10,7.427483622700541,5.127532228227448,1.9038886466056135
Kebili,2004,11,20.86295482329956,11.230279386691675,2.7167066434074765
Kebili,2004,12,11.68842767805365,4.260578587469731,4.270151911615064
Kebili,2005,1,2.4995062236356413,1.5499246888264528,0.7347579590056696
Kebili,2005,2,1.05028298671751,0.8287379387216465,0.47936109899694757
Kebili,2005,3,9.726777795886674,4.109590328044721,4.150454281145517
Kebili,2005,4,5.9428444240398814,4.35583716140166,1.7152129670010183
Kebili,2005,5,3.5456390438826983,1.896693410108883,2.9490296554731827
Kebili,2005,6,3.966547540172931,1.58681142645945,3.86863279546446
Kebili,2005,7,0.03858738471881839,0.03858738471881839,0.10908198866114273
Kebili,2005,8,0.5054724704224564,0.49225242750873305,0.30977613025149037
Kebili,2005,9,11.286551203387562,6.346596218868914,2.5442506178223594
Kebili,2005,10,5.891346371560961,4.066341551254094,1.2982373891554013
Kebili,2005,11,20.211628930570054,9.337584108174907,4.004382904491936
Kebili,2005,12,11.318095334258624,6.7169365561880205,2.5132359354557368
Kebili,2006,1,12.25609783663868,6.430441774569349,2.751802587585409
Kebili,2006,2,5.447180493907026,3.1177680193643056,2.7278601540921654
Kebili,2006,3,3.5932275423448976,2.7215404637709253,1.1373964238988234
Kebili,2006,4,8.196489232321392,2.581136243802846,4.487905218781804
Kebili,2006,5,8.909831623065111,2.8129402150840432,5.7570940543683715
Kebili,2006,6,2.1725467072570206,1.6523663145271363,1.7226522750399775
Kebili,2006,7,0.07547637359155907,0.0645262192178755,0.13814871347579608
Kebili,2006,8,1.6989839556718382,1.6610475181940838,1.0104884430876586
Kebili,2006,9,10.690461543332596,5.766953974775511,2.4924080534961486
Kebili,2006,10,17.068044344991186,7.944317245369032,2.956868730920195
Kebili,2006,11,21.13923504491868,13.59045907943242,2.5777438581189136
Kebili,2006,12,13.608872157924495,5.439188180527455,3.775505160633815
Kebili,2007,1,2.52589821257721,2.2251471134613463,0.7942796918156714
Kebili,2007,2,8.417883647762572,6.039659484762548,3.4021224015118494
Kebili,2007,3,17.81591594389991,11.95915658505683,2.2383158889373473
Kebili,2007,4,20.852579077136767,11.090965103746116,6.7977503997674145
Kebili,2007,5,3.3637841304741167,1.8769651422711693,2.4944286960314033
Kebili,2007,6,1.2477522024283993,1.2063509719199643,0.5996801860735577
Kebili,2007,7,0.0,0.0,0.0
Kebili,2007,8,0.17666483348231984,0.16203324905049596,0.2233791248728015
Kebili,2007,9,4.616276118091496,2.87487422873512,1.7017517080971085
Kebili,2007,10,8.92203814442452,5.856822394419682,2.051882541067018
Kebili,2007,11,10.235815063764036,5.37946089844594,2.715412850705046
Kebili,2007,12,9.654087942308175,7.1020806692699905,1.9041285070504437
Kebili,2008,1,7.107017181598191,4.587826796581989,1.8767117313563022
Kebili,2008,2,0.588226454426276,0.530098391896858,0.3724887338275916
Kebili,2008,3,9.080572957954828,3.130011803306441,4.365481901439164
Kebili,2008,4,4.850363170677243,2.5397795210121727,2.5944650385230443
Kebili,2008,5,3.9621545743508606,1.7446943761313256,3.4992404419247016
Kebili,2008,6,0.43454668144640674,0.42581042149616666,0.35752653001889856
Kebili,2008,7,0.0,0.0,0.0
Kebili,2008,8,0.572503862844523,0.5473514704172103,0.37389518825410717
Kebili,2008,9,8.22653085763105,4.8017512528656665,2.7025185346707405
Kebili,2008,10,10.138406009563024,5.441271785096151,3.0834678005524094
Kebili,2008,11,22.157539805917086,14.839068519234731,2.2294628579735445
Kebili,2008,12,6.616146147863302,4.988554233894883,1.6244148858845766
Kebili,2009,1,31.99976017238217,7.247544554398849,8.49322575955809
Kebili,2009,2,1.9062704701909703,1.6095571482808355,1.094530455007996
Kebili,2009,3,15.985050781535861,11.15957002288157,2.8175098124727462
Kebili,2009,4,9.130859674896335,6.547219899575339,1.7606120075592395
Kebili,2009,5,5.363062649829688,2.8375014301367303,2.718879924407621
Kebili,2009,6,2.256189586463189,1.2009820618066287,2.7794446867277234
Kebili,2009,7,0.007602778276056312,0.007602778276056312,0.02836531472597764
Kebili,2009,8,0.2374459680674002,0.2233097842600844,0.17189998546300356
Kebili,2009,9,19.857164626592294,9.44997802531414,3.4911905800261693
Kebili,2009,10,5.054570006242,4.273824452339677,1.2355756650675973
Kebili,2009,11,11.117174178187527,6.778254146002507,2.2714784125599685
Kebili,2009,12,5.39561409903381,2.642037151581692,3.1252980084314617
Kebili,2010,1,8.318993736549666,4.488029762265522,2.73861753161797
Kebili,2010,2,3.019136019315821,1.501666353451803,2.6422881232737327
Kebili,2010,3,8.78338988321841,4.420246265899449,4.1441706643407485
Kebili,2010,4,13.873582126540303,5.765719120374065,3.9958097107137687
Kebili,2010,5,4.124158390858576,1.5976536366891994,4.446194941125168
Kebili,2010,6,3.1342672727807437,1.8743507558956758,2.9453299898241045
Kebili,2010,7,0.0,0.0,0.0
Kebili,2010,8,0.026209836744225872,0.026209836744225872,0.028863206861462452
Kebili,2010,9,8.114270204433677,6.145823609320336,1.628132722779475
Kebili,2010,10,22.770959193392162,8.93617933192544,5.209467219072544
Kebili,2010,11,23.655971093448564,13.566770704767539,3.1670591655763958
Kebili,2010,12,8.304934882225327,4.3888055289167776,3.0920046518389337
Kebili,2011,1,4.289583755642298,2.73625123731176,1.177329553714204
Kebili,2011,2,6.065830615817907,2.374015661651686,3.9406490769007174
Kebili,2011,3,16.895158467657023,6.303690904147548,4.631240005814801
Kebili,2011,4,8.559425710735852,5.307134592818624,2.7169937490914404
Kebili,2011,5,4.161547835130394,2.34060252063634,2.309387265590931
Kebili,2011,6,1.395699068450109,1.2310626304494923,0.9464166303241758
Kebili,2011,7,0.014942295981731121,0.014942295981731121,0.03428914086349764
Kebili,2011,8,0.49558755247216735,0.44597313017235823,0.4045864224451234
Kebili,2011,9,2.236928009635959,1.2733567177972103,0.7222924843727294
Kebili,2011,10,21.274929435847742,10.567146011007313,2.875425207152206
Kebili,2011,11,7.97419076271509,5.621683238663121,1.759859717982266
Kebili,2011,12,4.78353954150154,2.8478435894648535,1.8960023259194665
Kebili,2012,1,8.963057397291676,7.5680585407278524,1.63498691670301
Kebili,2012,2,2.3231820569804897,1.6512538460832413,0.6782599215002187
Kebili,2012,3,29.87078749788866,11.177780108320837,6.811738624800124
Kebili,2012,4,9.85665624911089,5.316834399943733,3.6732628288995532
Kebili,2012,5,2.9100814912951827,2.010717288328562,1.8505669428696037
Kebili,2012,6,1.3235930862428638,1.1035464608618604,1.0534852449483942
Kebili,2012,7,0.0,0.0,0.0
Kebili,2012,8,0.0,0.0,0.0
Kebili,2012,9,6.331146527700939,4.5119685134883944,1.4021551097543257
Kebili,2012,10,12.720982702058356,3.6271057452850015,5.535655618549215
Kebili,2012,11,11.258978899319763,5.1843119443858,3.3047717691524956
Kebili,2012,12,1.5502684864706622,1.3143194339314894,0.5255342346271269
Kebili,2013,1,5.553662541745228,3.4008645150304178,2.2987316470417234
Kebili,2013,2,1.5074829154109408,1.109131873126725,1.289973106556187
Kebili,2013,3,9.44025606290244,3.3815343871186325,4.826199302224165
Kebili,2013,4,10.180273348287786,4.11636147608997,4.538319523186511
Kebili,2013,5,4.965188484990292,1.5989150929856506,5.327191452245976
Kebili,2013,6,1.8586192389174694,1.5244793432963342,1.2242113679313862
Kebili,2013,7,0.009427841678039397,0.009427841678039397,0.012992440761738638
Kebili,2013,8,1.8690384915530454,1.6981238386308788,0.938137810728304
Kebili,2013,9,17.012777099064454,8.749345940871383,2.681461695013813
Kebili,2013,10,7.0069901915546895,4.6641858356491905,1.7329008576828038
Kebili,2013,11,18.247890509262565,8.767231908129112,3.287490914377093
Kebili,2013,12,9.2797607252261,5.635240284566762,2.358987498182879
Kebili,2014,1,5.62453035931352,2.6679344400867517,2.8298081116441374
Kebili,2014,2,4.597946973330466,3.9661696922347898,1.2523913359499939
Kebili,2014,3,13.609053250624795,5.719365978849235,4.287072975723216
Kebili,2014,4,6.068628691943529,2.4673204832354148,3.841466782962644
Kebili,2014,5,4.857002455325644,1.8517256457569284,4.573062945195528
Kebili,2014,6,2.9605744339401445,1.636183125900897,2.4114406163686617
Kebili,2014,7,0.11020875642096997,0.11020875642096997,0.3506650675970348
Kebili,2014,8,0.0,0.0,0.0
Kebili,2014,9,5.03410179474588,3.664497575756947,1.2943305713039697
Kebili,2014,10,10.557934845771705,7.746002544898741,2.0199120511702295
Kebili,2014,11,14.204630300901524,8.115336652482432,3.032243058584099
Kebili,2014,12,5.801256856495591,3.9628486385121438,1.4127998255560406
Kebili,2015,1,5.913125214953514,3.69676942531302,2.0933238842855073
Kebili,2015,2,6.764438403428283,4.504650708642066,1.8747456025585123
Kebili,2015,3,11.495056102612134,7.147215681163398,2.6561818578281744
Kebili,2015,4,1.9493993568290888,1.7391087626250696,0.7170918738188693
Kebili,2015,5,2.580577775975278,2.106600729591724,1.2547390609100162
Kebili,2015,6,1.5435984395505065,1.457431044360874,0.8138428550661438
Kebili,2015,7,0.0,0.0,0.0
Kebili,2015,8,3.0074948473301615,1.7374235200607309,2.396729175752292
Kebili,2015,9,11.856769283035511,7.330210943214857,2.3852958278819614
Kebili,2015,10,12.042134851577842,5.641790560149994,3.2564798662596335
Kebili,2015,11,8.492783982497464,5.265110981668014,1.6032017735135928
Kebili,2015,12,3.486091371789971,3.014042697279138,1.0472924843727291
Kebili,2016,1,3.4358670405925524,2.4121846513829475,1.0027220526239287
Kebili,2016,2,3.8867529722855414,2.2152208895733536,2.8084314580607668
Kebili,2016,3,4.313146143492739,2.646362785500471,1.4332533798517235
Kebili,2016,4,9.843426673863378,4.548059907562946,3.9118621892716963
Kebili,2016,5,8.676955426034548,3.1371028059806814,4.711691379560983
Kebili,2016,6,0.6999232906477784,0.6305286543007591,0.5333587730774828
Kebili,2016,7,9.131786429872527e-05,9.131786429872527e-05,0.000824974560255852
Kebili,2016,8,0.0,0.0,0.0
Kebili,2016,9,11.69164363928363,8.266186193818362,1.8410561128070952
Kebili,2016,10,5.4898060771858095,4.223836958739357,1.3802878325337986
Kebili,2016,11,15.054978135409911,7.781916537931589,3.2399440325628754
Kebili,2016,12,17.605295343571463,10.06777114156531,2.7233754906236394
Kebili,2017,1,2.7273299071188863,1.7508723658294711,0.8424952754760873
Kebili,2017,2,4.695287660683947,3.1828405236133013,1.8356701555458659
Kebili,2017,3,9.469580332344806,6.53027308792947,1.9830971071376655
Kebili,2017,4,15.095211520757607,6.813665618993881,4.6018643698212
Kebili,2017,5,5.10817184715273,1.9409395141938377,4.450261665939819
