governorate,year,month,S2_scene_count,S2_NDVI_mean,S2_NDWI_mean,S2_NDVI_std,S2_NDWI_std
Gafsa,2024,12,34,0.13784750512523908,-0.2911745458520009,0.06885410838845926,0.05964779069708818
Kebili,2015,1,0,,,,
Kebili,2015,2,0,,,,
Kebili,2015,3,0,,,,
Kebili,2015,4,0,,,,
Kebili,2015,5,0,,,,
Kebili,2015,6,0,,,,
Kebili,2015,7,4,0.06698689683739814,-0.25803727903046536,0.024117352219464264,0.04697450935177019
Kebili,2015,8,3,0.057864508426085745,-0.25428707406468753,0.022855440981490453,0.0468983060380352
Kebili,2015,9,4,0.0649083324444795,-0.29380610902616044,0.011844402732988684,0.03278517919349997
Kebili,2015,10,1,0.07615522958889248,-0.25191744830658536,0.01149367526072434,0.02104837488232162
Kebili,2015,11,6,0.0780315054982017,-0.2650080917210204,0.03436821720525078,0.04775233770133577
Kebili,2015,12,17,0.07787360548701526,-0.26209643053440873,0.060580961754968556,0.06140095450498755
Kebili,2016,1,11,0.07439140727527895,-0.2754253003746022,0.02870303972062057,0.046561053378108945
Kebili,2016,2,16,0.08630107207484393,-0.26889808523311953,0.048841502314230845,0.0531799008530565
Kebili,2016,3,19,0.08558151594651049,-0.2774900634610246,0.04300082459209678,0.05249399434083322
Kebili,2016,4,1,0.08638771136890006,-0.2523564065944508,0.05032957722256873,0.043694073322978914
Kebili,2016,5,10,0.0814308128916789,-0.2831615289900322,0.04262571374883429,0.05226133913179259
Kebili,2016,6,16,0.0681782615555468,-0.26763911666575,0.025760168816991752,0.04890268842994099
Kebili,2016,7,20,0.06729924405125656,-0.2649957266274946,0.04118631971957489,0.05441846111030148
Kebili,2016,8,16,0.06646684485069006,-0.2619326737928416,0.03998484816201221,0.05409277189325633
Kebili,2016,9,10,0.058911982762987126,-0.26347774996667067,0.022092888084063005,0.046720675087423266
Kebili,2016,10,1,0.05774979457314971,-0.25749846948760713,0.029574401680868313,0.04693997241934697
Kebili,2016,11,7,0.08071607624434542,-0.28282289268325944,0.05402835838414937,0.0569042191091722
Kebili,2016,12,12,0.07501513483344173,-0.26202093290013645,0.05416046677098284,0.0552608820118301
Kebili,2017,1,10,0.07985932500853357,-0.28195401787106256,0.03567077362699412,0.04762763505569316
Kebili,2017,2,11,0.08560676527754082,-0.27987797065370407,0.03490499820634491,0.048471121684824446
Kebili,2017,3,17,0.09251289685037295,-0.28198113104895994,0.05047288584989507,0.05304951742678432
Kebili,2017,4,14,0.07872817329958194,-0.26096856067910146,0.03449905920338543,0.05961390385138679
Kebili,2017,5,18,0.08141620550009405,-0.2730774536497475,0.04245288235514328,0.05071083469404837
Kebili,2017,6,31,0.0734566640700219,-0.27022736755707194,0.02784750770138765,0.05157477230805016
Kebili,2017,7,52,0.06916084307129192,-0.2699609979666184,0.024924117147302655,0.049894497144293705
Kebili,2017,8,39,0.07276212971574432,-0.27308848297380234,0.02493846395905895,0.04907149920692339
Kebili,2017,9,31,0.06683192466747367,-0.26456994721368077,0.023146296648190335,0.0433431026290405
Kebili,2017,10,35,0.0697655054104371,-0.2690180437809017,0.03178404531732158,0.05055856436749041
Kebili,2017,11,21,0.0803490481133487,-0.27597281219333347,0.03255140239779064,0.04831046301443695
Kebili,2017,12,11,0.07995375255567326,-0.2736665193329062,0.03638011176756798,0.048604398331831236
Kebili,2018,1,33,0.08334640673463142,-0.27650008848369084,0.034749723393312046,0.05041299980050706
Kebili,2018,2,25,0.08801797173853354,-0.27545322966761226,0.04659021464437363,0.048314009789918504
Kebili,2018,3,25,0.08486838453141925,-0.281546131638148,0.03035391656600618,0.05128574191013328
Kebili,2018,4,29,0.08314709648947051,-0.2804116215862108,0.025588454506177697,0.04708661257937424
Kebili,2018,5,22,0.07509244618582703,-0.2727263005897101,0.028285434714521017,0.04962076764084961
Kebili,2018,6,44,0.07088658277259005,-0.26849569280830904,0.023688175731099655,0.04834799779571403
Kebili,2018,7,35,0.0690918164105285,-0.26700496916095223,0.018845954886799212,0.043667770131281765
Kebili,2018,8,21,0.06619298657522188,-0.27758488062371894,0.019862251914236007,0.043211827592424305
Kebili,2018,9,26,0.06451770267619159,-0.2621245164545252,0.023455258137832478,0.0495552735679647
Kebili,2018,10,22,0.07496414183018557,-0.2730964952021466,0.026521939447114777,0.049035976520779394
Kebili,2018,11,28,0.07755318725695569,-0.27299066847210346,0.02877438325224097,0.04698117187921835
Kebili,2018,12,58,0.08080036169708596,-0.26394438369173445,0.047147528678278386,0.058422436163831075
Kebili,2019,1,46,0.0820676446372606,-0.26791905645174663,0.047130354887418104,0.05776395446175379
Kebili,2019,2,51,0.08677344587227002,-0.270377065528229,0.04412400163254483,0.06096637317118774
Kebili,2019,3,46,0.08648646115543422,-0.26925434522732533,0.04176962799203834,0.0592224076023835
Kebili,2019,4,44,0.08042223082276904,-0.2640307734465028,0.040284609753208876,0.05898861159880048
Kebili,2019,5,59,0.07548596728480027,-0.26600079958112066,0.03701402260230406,0.050609892694061465
Kebili,2019,6,58,0.07208506362406074,-0.2558250327520821,0.034089350262563364,0.05424576370710461
Kebili,2019,7,66,0.0661662074102193,-0.25255164911344397,0.03256314198266748,0.053698325741288834
Kebili,2019,8,71,0.05941777107260705,-0.24501909859704613,0.03398857632682782,0.05467812929620072
Kebili,2019,9,60,0.05805294456004931,-0.24162442506783385,0.03835714489503409,0.05548127474711948
Kebili,2019,10,54,0.06436173058803756,-0.24500534105176625,0.04293393102934207,0.058128266425756976
Kebili,2019,11,44,0.07490997926615009,-0.25941583745367564,0.04842595381961516,0.05930098277098269
Kebili,2019,12,55,0.08105465511556906,-0.2646248585613761,0.04874421084363182,0.05799917598051662
Kebili,2020,1,58,0.0827710464422665,-0.26964106870987226,0.04893694765459569,0.05885124532303235
Kebili,2020,2,48,0.08158903836527155,-0.2625100377432392,0.044899431420965384,0.061226922701251685
Kebili,2020,3,55,0.08299058515186734,-0.2669896111466888,0.04402504614802493,0.05854971239969722
Kebili,2020,4,24,0.07537154519188696,-0.2565732052970189,0.04310003594272053,0.06696495638912031
Kebili,2020,5,41,0.07225042546239305,-0.25453905763954826,0.03809013996916816,0.05726841915019633
Kebili,2020,6,58,0.06745601234295444,-0.2533996026062767,0.03437628765837056,0.05033283099865392
Kebili,2020,7,72,0.06494659226823914,-0.2506563951836047,0.036358496127293236,0.05348131710419089
Kebili,2020,8,77,0.06435401987133028,-0.24904691768184306,0.03658488929576205,0.05550782575274627
Kebili,2020,9,50,0.05906678728572624,-0.2430328302308849,0.0390178298190596,0.055673772969499234
Kebili,2020,10,53,0.07119872357785752,-0.2546432427697889,0.042299934186082716,0.05087646644104151
Kebili,2020,11,62,0.06794447828215408,-0.2532288080359435,0.04699248992791336,0.05631427700634616
Kebili,2020,12,61,0.07677736335928861,-0.2587910280636448,0.050266479432207314,0.05770737890949092
Kebili,2021,1,56,0.0778109998476187,-0.25724096347223885,0.04892115182211247,0.06218822103996433
Kebili,2021,2,44,0.08196730632239752,-0.2657536196890051,0.045139834005077366,0.05517682779818157
Kebili,2021,3,62,0.08124498382504158,-0.2695566350777427,0.042131271467001824,0.05200365186146148
Kebili,2021,4,36,0.07895386316483509,-0.26427170263916644,0.03716591258735706,0.05227666323063589
Kebili,2021,5,49,0.0727974488382601,-0.25864692022789565,0.03521577369791072,0.0498129868247735
Kebili,2021,6,56,0.06772660925706714,-0.25295919088273205,0.028508470944048837,0.049670508728276566
Kebili,2021,7,77,0.06793261049361204,-0.25570055361564115,0.03173579974259433,0.05114959395833342
Kebili,2021,8,74,0.06745379277108401,-0.25655558377220405,0.03288868878493464,0.052445118714298064
Kebili,2021,9,68,0.06257787558786333,-0.2512724285779766,0.03264515096875943,0.050815099142805645
Kebili,2021,10,51,0.0660610102995861,-0.2557878461009535,0.0427352295596925,0.05237710542134896
Kebili,2021,11,46,0.0795301668364514,-0.270259018872486,0.046567486620832974,0.052551967623315134
Kebili,2021,12,79,0.07809441341717922,-0.259502724146355,0.051147141208805126,0.06104783022520386
Kebili,2022,1,63,0.08277209214852746,-0.2668601110149995,0.04991748749764693,0.06082694785738578
Kebili,2022,2,48,0.08618675747166828,-0.27499460666880776,0.04569356514623591,0.052812045584050026
Kebili,2022,3,47,0.08379200990955406,-0.27185295542125687,0.04208280530960839,0.050437720043472446
Kebili,2022,4,45,0.08235287152264176,-0.26641858967477994,0.042998376085145854,0.049898962462819975
Kebili,2022,5,58,0.07765990300528561,-0.2675286326074569,0.04236461365325403,0.05551272939572386
Kebili,2022,6,64,0.07139859588374715,-0.25999000542292894,0.039613237767602304,0.05479014662900352
Kebili,2022,7,68,0.06808375649379432,-0.25741041407159576,0.039344139597458715,0.05421239285072095
Kebili,2022,8,78,0.06263530847841914,-0.25234310455577386,0.04098724191341471,0.05457890163028592
Kebili,2022,9,52,0.061423925471689365,-0.2527904252027094,0.04141651990089879,0.05320922815778265
Kebili,2022,10,64,0.07055955006885799,-0.2569990211362672,0.0457143929678158,0.05672985828216787
Kebili,2022,11,56,0.07599837766171515,-0.26112181016425456,0.048921485705185744,0.05800945507490226
Kebili,2022,12,61,0.07799538019533325,-0.2657899679399077,0.05133619343260054,0.05503675298597149
Kebili,2023,1,70,0.0827202190480955,-0.26799963418565176,0.04908969398372618,0.053015943049797454
Kebili,2023,2,45,0.0853490327302627,-0.272780097012751,0.04488508966358843,0.05376525470988647
Kebili,2023,3,54,0.08279671014309312,-0.2713503786844948,0.045089360329660114,0.05489010334326446
Kebili,2023,4,49,0.07890228872333399,-0.26595453907160493,0.04414917611955648,0.05564557414242041
Kebili,2023,5,35,0.07349579849992478,-0.2602737884174053,0.041242864226580626,0.05105711994653917
Kebili,2023,6,61,0.06782117497477752,-0.2534909768879929,0.04108230906591388,0.053671199956078657
Kebili,2023,7,72,0.06702332127245905,-0.2540482212377227,0.03779204739016462,0.05521310230357804
Kebili,2023,8,73,0.06462682036097572,-0.2526326482712828,0.03927993591899999,0.053423256414664694
Kebili,2023,9,67,0.06446184756235966,-0.2506711154830976,0.0436310249494018,0.05672542823458816
Kebili,2023,10,61,0.07024822864110113,-0.2550987381278402,0.04270567608594927,0.05459168388283595
Kebili,2023,11,55,0.07185039740518154,-0.2564252958609298,0.04632475005608117,0.054295181432382565
Kebili,2023,12,46,0.08421460635699203,-0.2740263020630028,0.05100972547998909,0.05235786306034909
Kebili,2024,1,62,0.07983274777656929,-0.26389487350075336,0.047380878881655555,0.05433564933146866
Kebili,2024,2,40,0.08008010216398911,-0.2672411037119855,0.0451962224034391,0.052397357350262415
Kebili,2024,3,74,0.0836219455965808,-0.27201755256981014,0.04283333330389286,0.05186481243660598
Kebili,2024,4,43,0.07569370655998049,-0.26120254013739236,0.03970522695771886,0.05180115059673452
Kebili,2024,5,52,0.07675323783054062,-0.26215667001926224,0.042242976165183146,0.058261601416408515
Kebili,2024,6,61,0.06852838144789047,-0.25494695509185894,0.03749643802526783,0.051736726009941836
Kebili,2024,7,73,0.0674291514972579,-0.2564462920106328,0.03715362692607111,0.04984134625710533
Kebili,2024,8,52,0.06593205536091296,-0.2555508396022687,0.039786887044992954,0.05245921212127658
Kebili,2024,9,43,0.06151907511722268,-0.2505413245162384,0.0440858366684715,0.054306614455332795
Kebili,2024,10,43,0.06553741303562914,-0.25622093473579466,0.04718614781222155,0.05194019497429394
Kebili,2024,11,48,0.0734789189318131,-0.2572397474869279,0.049521201542311766,0.05665014662733338
Kebili,2024,12,60,0.08555993387076297,-0.266513496235859,0.05042728746715401,0.05664447783292028
Tozeur,2015,1,0,,,,
Tozeur,2015,2,0,,,,
Tozeur,2015,3,0,,,,
Tozeur,2015,4,0,,,,
Tozeur,2015,5,0,,,,
Tozeur,2015,6,0,,,,
Tozeur,2015,7,2,0.08685772320599618,-0.24251152214682214,0.04342644455692384,0.04308860279565239
Tozeur,2015,8,0,,,,
Tozeur,2015,9,0,,,,
Tozeur,2015,10,2,0.07430410819617175,-0.21683198936417053,0.0646972357447244,0.07188002267696983
Tozeur,2015,11,2,0.08441250095355551,-0.2245887525724091,0.05954477275779503,0.06338545745677382
Tozeur,2015,12,2,0.10201552712702022,-0.26204264526038645,0.04735666923290942,0.049772245611189814
Tozeur,2016,1,0,,,,
Tozeur,2016,2,3,0.0897062243718837,-0.24523076347560196,0.03566547785946855,0.04044070799053971
Tozeur,2016,3,4,0.09233600328501551,-0.24577082611353837,0.059703958389453235,0.05127400087135384
Tozeur,2016,4,0,,,,
Tozeur,2016,5,0,,,,
Tozeur,2016,6,3,0.06726758102920934,-0.21635866686533214,0.04759446057162368,0.04671633649534547
Tozeur,2016,7,5,0.06654622156517266,-0.21659642076252772,0.0444113043139245,0.04024463000977428
Tozeur,2016,8,1,0.07785063127613377,-0.24354875487304267,0.06875467749312757,0.067457647315279
Tozeur,2016,9,4,0.06877603311553664,-0.22502831763406814,0.05156506404695662,0.04818754582543248
Tozeur,2016,10,1,0.07885414728500952,-0.23494923079873237,0.04967035978804592,0.0531984114160335
Tozeur,2016,11,2,0.10355648696134069,-0.2665520569119742,0.04013735824566976,0.038763709518201205
Tozeur,2016,12,2,0.08721346302486421,-0.24020326480508145,0.08715995954169173,0.0810431102757208
Tozeur,2017,1,0,,,,
Tozeur,2017,2,2,0.10967210991174847,-0.26298834560254913,0.03893215075241574,0.03875759862398913
Tozeur,2017,3,3,0.0959211994644034,-0.23800854835066404,0.056543405839094146,0.05443198305083246
Tozeur,2017,4,4,0.07934967773921796,-0.20504877437117158,0.05375630820006115,0.05924368697071475
Tozeur,2017,5,3,0.07116914736804268,-0.20817760374785946,0.04959622665647823,0.05098988636992624
Tozeur,2017,6,8,0.07010236038856078,-0.21476712862475378,0.04942020780873282,0.04604950930341223
Tozeur,2017,7,13,0.06738564634663974,-0.21069647145552797,0.0488507050624688,0.04602404033525568
Tozeur,2017,8,8,0.06404919202513007,-0.21278424160501513,0.05476925153995989,0.05243220765748706
Tozeur,2017,9,3,0.07321605944415802,-0.223449060001189,0.052639501032025277,0.05000557546939654
Tozeur,2017,10,6,0.07103047035970568,-0.22721971966067947,0.07553480088842865,0.07644475112955874
Tozeur,2017,11,2,0.11931371146795607,-0.2677875217273405,0.05094692285621443,0.04988910434746931
Tozeur,2017,12,2,0.13589411407384341,-0.28399901273645106,0.052573010356093706,0.05142972134753991
Tozeur,2018,1,2,0.12498767320061188,-0.2756192546859502,0.04841687205030169,0.04951578859351276
Tozeur,2018,2,4,0.11276147972645005,-0.2648794161953586,0.07167548818918786,0.0678186279713515
Tozeur,2018,3,2,0.13568116428438934,-0.2793087853153797,0.042758874371588505,0.04128160533459184
Tozeur,2018,4,2,0.10647828520228292,-0.2624638494975056,0.032746490832086375,0.03363529696867715
Tozeur,2018,5,2,0.09391099187425846,-0.2487107540963889,0.03892417603408802,0.04072139229607985
Tozeur,2018,6,7,0.07135261788284933,-0.2149516723612709,0.045280966112521956,0.04587667574821834
Tozeur,2018,7,1,0.0853491754653394,-0.2401488960469505,0.030427934348532533,0.03481693752736225
Tozeur,2018,8,1,0.05879980122697152,-0.20069851845818193,0.05846844897444042,0.054993203352310664
Tozeur,2018,9,1,0.07657722872232517,-0.23114153211446842,0.06270077960916884,0.06431877085516663
Tozeur,2018,10,4,0.0717785751993711,-0.21519499705754658,0.04838964872259563,0.05024888082421244
Tozeur,2018,11,3,0.08702755416140867,-0.23131343315603006,0.05705050206335826,0.05791413696698893
Tozeur,2018,12,14,0.08954616990304508,-0.23231968157377647,0.06908010728099231,0.06698536371973332
Tozeur,2019,1,13,0.09136246156043369,-0.2379873130027065,0.06701173410371428,0.0647847103252091
Tozeur,2019,2,19,0.09061567483782874,-0.23085096346012718,0.06187463430511156,0.05880786834944714
Tozeur,2019,3,14,0.08661803174079738,-0.22525157667836176,0.05577787064543725,0.05264010112874977
Tozeur,2019,4,11,0.0799517495170762,-0.21491383245159834,0.05904462497320399,0.05754554640908599
Tozeur,2019,5,11,0.07726546709910155,-0.2233602500838676,0.0534926694879504,0.046741414369177614
Tozeur,2019,6,18,0.06857809111004472,-0.19654623398577487,0.05347852628069651,0.05609023245185438
Tozeur,2019,7,19,0.05942990046838113,-0.19051830923175814,0.04648402546734414,0.046953396138571975
Tozeur,2019,8,24,0.054860571492273066,-0.1874213076081052,0.049515330784196496,0.04794999224027013
Tozeur,2019,9,21,0.056480660645751156,-0.184339369766755,0.058426268052561556,0.05991106314034919
Tozeur,2019,10,20,0.0668606206081676,-0.19547457283190964,0.06412096539046762,0.06403061653312951
Tozeur,2019,11,11,0.08093280307699748,-0.21940357956277368,0.06876866654089533,0.06260653927520501
Tozeur,2019,12,17,0.08900141806310866,-0.22842292620161334,0.07030091659091744,0.06719433101846202
Tozeur,2020,1,20,0.09054628342932738,-0.23305224130584687,0.06911834123800592,0.06469646994458055
Tozeur,2020,2,12,0.08736352557782498,-0.21851092224325425,0.06689459924117673,0.06761195894805745
Tozeur,2020,3,11,0.08656891739457553,-0.22283652293171055,0.06273760913033007,0.060679918265621045
Tozeur,2020,4,11,0.07438345049513163,-0.20316510953671016,0.06071375387620549,0.06083129670746374
Tozeur,2020,5,15,0.07286322212202603,-0.20619816109637393,0.057439617017578375,0.05360383245863132
Tozeur,2020,6,16,0.06698885207925281,-0.20427204860966383,0.0519154826038169,0.04744260715238515
Tozeur,2020,7,24,0.062496841509589285,-0.2027700298775926,0.05019404523959796,0.04327239481183483
Tozeur,2020,8,26,0.06033149167776551,-0.19614446209285252,0.053837465877115104,0.04943627056796446
Tozeur,2020,9,11,0.05307970792427425,-0.18766373113378032,0.05350145413155047,0.05484300464921319
Tozeur,2020,10,17,0.07972006719572278,-0.2206209856689121,0.06070556504715828,0.05472876697151974
Tozeur,2020,11,22,0.07139906856952255,-0.2126641171142743,0.06560772044632046,0.058198943554975624
Tozeur,2020,12,17,0.08241815950057445,-0.22566748667426342,0.06821103177691697,0.0627344852607624
Tozeur,2021,1,18,0.08332118387367982,-0.2295136769245705,0.06729202204976821,0.062072507966092864
Tozeur,2021,2,16,0.0862317923270781,-0.2321519273633497,0.061399705944270876,0.05553710731943003
Tozeur,2021,3,14,0.08374087499980624,-0.23020967523047828,0.05615744516074666,0.04940954351881248
Tozeur,2021,4,14,0.07756327075597046,-0.21681310312945262,0.050597194623627204,0.04589703301477445
Tozeur,2021,5,18,0.07302261681317841,-0.21583243322446144,0.05318123757246633,0.04580820908057887
Tozeur,2021,6,12,0.06453238273160455,-0.2078806062946055,0.03709897654077427,0.03378676178445558
Tozeur,2021,7,26,0.06687389852377476,-0.21155849317510317,0.041802744591877904,0.036083183324726466
Tozeur,2021,8,24,0.06652763489352606,-0.2144955761216607,0.044574284717201984,0.038660747975031655
Tozeur,2021,9,20,0.060640865596498665,-0.20936965210358957,0.0362544390960643,0.03230213003630117
Tozeur,2021,10,17,0.07474091244072519,-0.2294117904274429,0.05919362997226848,0.05063037946183069
Tozeur,2021,11,15,0.08437294809850007,-0.23836724843049065,0.06396933280488096,0.055022093628152295
Tozeur,2021,12,23,0.08227598394439416,-0.21980270869720006,0.0676648851045015,0.06665850117699193
Tozeur,2022,1,20,0.08760643555089842,-0.22856504856622165,0.06712575865728336,0.0671585059854482
Tozeur,2022,2,17,0.0915188389654627,-0.2402483480238342,0.05747563330242913,0.0541193755897332
Tozeur,2022,3,14,0.08362218326915802,-0.22917487016177407,0.05817479042027364,0.05264422111921616
Tozeur,2022,4,17,0.08872637711934739,-0.23195987371360524,0.05689400742235739,0.05095149877322352
Tozeur,2022,5,20,0.07616618249047415,-0.22075639077979614,0.056475595656387566,0.051305989361136964
Tozeur,2022,6,20,0.07238115369494198,-0.2157601330748946,0.052333165797502315,0.04738905940946042
Tozeur,2022,7,22,0.0662207718107319,-0.21319001189561868,0.055920703502330825,0.04818874897486294
Tozeur,2022,8,26,0.061587643761626246,-0.20954253611607854,0.05591560696062746,0.04868275939472449
Tozeur,2022,9,17,0.06583895194724555,-0.21766416024754653,0.060134140247534995,0.054872839441431454
Tozeur,2022,10,23,0.07026360466021103,-0.2094115625189691,0.06322410763045913,0.060323382878801166
Tozeur,2022,11,14,0.07288999481578161,-0.21237886334258382,0.0659469085336859,0.0625876779704848
Tozeur,2022,12,18,0.08303053665456565,-0.23664466823247718,0.06751579291700929,0.05864247596069211
Tozeur,2023,1,25,0.09134510559023087,-0.23951754626785518,0.06372540403797991,0.05684621705052404
Tozeur,2023,2,13,0.08830166895853252,-0.23481890068675274,0.05849475157924826,0.051763529501847955
Tozeur,2023,3,15,0.08549630926786027,-0.23555479449906794,0.06000773983302201,0.05166852022283156
Tozeur,2023,4,17,0.07925121569101078,-0.22668151387862434,0.059287110522236446,0.05036051636621914
Tozeur,2023,5,9,0.07879978236721615,-0.22424412759954745,0.056218008800533514,0.04931023270768031
Tozeur,2023,6,20,0.0670125596466704,-0.20506252633080166,0.05655626011099399,0.05206717319058626
Tozeur,2023,7,25,0.061404029182075666,-0.20342112090118022,0.048597732190247114,0.04542461852326327
Tozeur,2023,8,25,0.06128262444381438,-0.20289388746006637,0.05201666113628503,0.04492907649121922
Tozeur,2023,9,20,0.06008762012290236,-0.1979035859948697,0.06020925896740454,0.057947070150592084
Tozeur,2023,10,19,0.07040726857558151,-0.20718039605644292,0.05861973377150571,0.05529089072499278
Tozeur,2023,11,19,0.07230576799660768,-0.21800844660020155,0.05969511519332018,0.05113777348410307
Tozeur,2023,12,9,0.09153015154344879,-0.2427214719200366,0.0627980736534402,0.0536029581635886
Tozeur,2024,1,25,0.08508306194821573,-0.23174061293246254,0.059887543764417024,0.05188745961780826
Tozeur,2024,2,7,0.08427427952765677,-0.2350106255808448,0.05939607720092546,0.05194141350031429
Tozeur,2024,3,24,0.08598715689683543,-0.235283340948297,0.05320054146053968,0.0455184178447043
Tozeur,2024,4,24,0.07929829553337439,-0.22229899926200186,0.057225311308322674,0.053625135218687114
Tozeur,2024,5,16,0.07586198217010214,-0.2181064826829101,0.054629588004372676,0.051225641818680126
Tozeur,2024,6,23,0.06662261054558566,-0.21260637030213334,0.05048645850211352,0.0445420933190958
Tozeur,2024,7,24,0.06796044418827289,-0.21857602345739272,0.04478538604933066,0.04023116926505311
Tozeur,2024,8,20,0.06247676410466392,-0.20739598819986624,0.05292078271215604,0.050611959818724454
Tozeur,2024,9,14,0.06063062836111525,-0.20561527169702928,0.05861330595691339,0.049894545179425265
Tozeur,2024,10,13,0.06931145936388608,-0.21494049308589594,0.06770813428182866,0.06475989106449394
Tozeur,2024,11,19,0.07186718979843629,-0.21235612824599742,0.06710186028130853,0.06231459295744574
Tozeur,2024,12,22,0.08740002886194376,-0.22363725519334177,0.06413611566857595,0.05934776841995408
